Id	EssaySet	Score1	Score2	EssayText
5510	3	2	1	"Pandas in China are similar to koalas in Australia because they both eat one type of food all the time. In the text it says ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"". They are both different from pythons because a phython will eat any thing it could eat. In the text it says ""A python swallowed an alligator and-there's not a delicate way to put it-exploded""."
5518	3	2	1	Pandas and koalas are a like because they only eat a certain type of food and a familiar to one region. Pythons however eat what can fit into their mouth and are spread over several different regions and are contng to spread endangered the southern U.S.A.
5530	3	2	2	"Koalas & Pandas are both animals that are becoming extinct. However, snakes are becoming overly popular. '...Hundreds of pythons out of the weeds"" (p 11) this shows how many snakes there really are."
5535	3	2	2	Pandas and koalas are similar because they are both specialists. As the article said, they eat only one kind of food, and live in only one place. This makes them different from pythons, which have proven themselves to be generalists, which were, originally from Asia. However, once introduced here, they can survive and thrive in the southern U.S.
5541	3	2	2	Pandas in China and Koalas in Australia are similar because they are both made to live in the environment they are in. The pandas eat bamboo from China & the Koala eat eucalyptus leaves. According to the article, pandas & Koalas are specialists who differ from pythons who are generalists. Pythons need a certain environment to live in 4 food to eat which they can't get being kept as pets
5543	3	2	2	Pandas and koala bears are similar because they are both bears. They live in different areas but could adapt to knew places if they wanted to pythons are reptiles and can't adapt to climates that are different than the ones they live in.
5544	3	2	2	The panda and Koala are both similar creatures because they are both specialists who can live off of one thing. They are different from pythons because pythons are generalists and can live off of eating many different foods.
5545	3	2	2	The pandas in China and koalas of Australia are similar because they are both specialists. Being a specialist, they do not like change and would rather stick to a more stable environment. Both creatures depend in mainly one food source. The pandas consume only bamboo while koalas, eat eucalyptus leaves.
5548	3	2	2	"Pandas in China are the same as koalas in Australia because there both from the same species of animals. Pythons are different because there reptiles. In the article it says, ""the reptile trade is becoming showing that pythons are reptiles, and I know pandas are not."
5551	3	2	2	"A Panda from China is similar to a Koala because they both really on one food source. In the article it mentions that Panda's only eat bamboo and a Koala ""eats eucalyptus leaves almost exclusively"" so they are different from pythons because they can only survive in certain areas because their diet consist of one food source while the python, being a generalist, can adapt to multiple environments because its diet varies."
5554	3	2	0	From the story it says. China's panda eats almost nothing but bamboo, or Australia's Koala bear, which eats eucalyptus leaves exclusively. These two animals are different from pythons because they eat leaves all the time and pythons only eat meat. Pythons can not adapt to any environment because of the climate and how they eat. A panda and Koala can because they only eat leaves.
5565	3	2	2	China's panda and Australia's koala bear both only eat plants. The pandas eat bamboo and the koala bear eats only eucalyptus leaves. Unlike these two animals a python will eat anything it can fit it's mouth around or at least attempt to. A python will eat anything from a key largo wood rat to a common house pet. In the Everglades in a very rare case a python attempted to eat a alligator and exploded. Pythons are a danger to other species unlike pandas and koala bears who only eat plants.
5569	3	2	1	"Pandas in China stick with one type of food, bamboo. The koala in Australia sticks with one type of food too, eucalyptus leaves. A python, on the other hand is not picky. In fact there is a picture that is mentioned in this article "" A python swallowed an alligator""."
5570	3	2	1	A panda from china and a koala from Australia are very simmilar because they are both specialists. Panda's only eat bamboo and koalas exclusively eat eucalyptus leaves.This shows that they are unable to adopt , unlike a python whose habitat in Asia is simmilar to those in about a third of the continental united states.
5573	3	2	2	Pandas in China are similar to koalas in Australia because they both are vegetarians, they don't eat meat. Their both different from pythons because pandas and koalas are both furry and pythons have scales on them.
5574	3	2	1	"Both Pandas and Koalas are defined as specialist species, while pythons are defined as general species. What makes them different is their ability to adapt. ""The Ultimate generalist is/arguably, a human being, who with the assistance of technology can live anywhere."" (Achenbech) The author included the fact to help the reader understand genera and specialist species. The panda and Koala are similar because they only eat a certain thing and and the only in one habitat, while the pythons lives mostly anywhere."
5576	3	2	2	The pandas from china is similar from the koalas from Australia because the both eat from plants such as bamboo and eucalyptus leaves.They are different from pythons becaus they could put a whole thing in their mouth like a alligator and just eat it.
5577	3	2	2	"Pandas and koalas are different from pythons because of what they eat. Pythons can eat almost anything, and they will eat anything as long as they get their food. Pandas ""eats almost nothing but bamboo"" (Achenbach). And koalas only eats eucalyptus leaves. They are similar because they only eat one type of food."
5581	3	2	2	Pandas and koalas are both specialist species and only eat, one type of food. They are different from pythons because pythons are generalists and eat a verity of food.
5583	3	2	2	Both pandas and koalas are specialist species. According to the articles they each have specific diets. Pandas mostly eat just bamboo, and koalas generally only eat eucalyptus leaves. In contrast, pythons are of a generalist species, since they have a much more varied diet and climate tolerance. As a result, pythons and other generalist species thrive in this day and age.
5586	3	2	2	Pandas in China are similar to koalas in Australia because they eat nothing but one particular plant. Pandas eat nothing but bamboo and koalas eat eucalyptus leaves. They are specialist and pythons are generalist.
5587	3	2	1	Both Pandas and Koalas are alike because they will only eat certain foods. Pandas will only eat bamboo and Koalas will only eat eucalyptus leaves this makes both animals specialists. They differ from Pythons because pythons unlike Pandas or Koalas, will eat anything even a alligator.
5588	3	2	2	According to the article a specialist such as china's panda or Koala, specifically need resources from their environment, or would fail to survive. The panda needs to eat its bamboo and the koala needs to eat its eucalyptus leaves. However, the article also claims that pythons are generalists. just like humans. As long as they are around humans they will survive better.
5595	3	2	1	China's pandas are similar to Australia's koalas because they are both different than pythons because first, pythons are generalists. Pandas basically only eat bamboo and koalas can eat only eucalyptus leaves. Pythons and other generalists can eat about anything.
5601	3	2	1	Pandas in China are similar to koalas in Australia because they are both specialists species. As said in the article, they are exclusive in what they eat. They are both different from pythons because a python can eat many different things, which the pandas almost only eat bamboo and the koalas eat almost only eucalyptus leaves.
5602	3	2	2	Pandas in China are similar to koalas in Australia because . They are also different from pythons because of the weather climate that pandas and koalas live in.
5615	3	2	1	Pandas and koala bears are similar because they both seem to eat one thing only which is for example bamboo and for koalas eucalyptus leaves. Also they are both specialists. They are different from pythons because a python is a generalist and it can eat a variety of animals.
5616	3	2	2	Pandas in china are similar to koala bears in Australia because they are both specialists. They both have only eats one type of food. Koalas and pandas are both different from pythons have many different places they live in the world. Python are generalists.
5618	3	2	1	Pandas and koalas are similar animals, although a python is completely different. Both pandas and koalas are specialist animals, this means they have to live in a certain climate and eat certain foods to survive. They differ from pythons because pythons because pythons are generalist animals, which means it has a more general food source. Overall koalas and pandas differ from pythons.
5619	3	2	2	Pandas & koalas are similar because they are both specialist species. This is shown by ''A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively.'' They are different from pythons because neither of them eat meat and also pythons are generalist species.
5622	3	2	2	Pandas are similar to koalas because they both only eat one type of plant, like it said in the story pandas eat bamboo and koalas eat eucalyptus leaves almost exclusively. They are both different from pythons because they don't eat meet.
5623	3	2	1	Pandas in China and Koalas in Australia are similar because they are able to survive on a one type of food. As stated in the article that pandas eat almost nothing but bamboo and Australia's koala bears that eats eucalyptus leaves exclusively. Both of the bears are different from pythons because pythons eat animals that could be endangered while koalas and pandas eat only leaves.
5630	3	2	1	Pandas and Koalas are specialist. They do not cope well with because they eat only one type of food. Pythons are generalists. They can adapt to many different areas of the world because they eat many different types of food.
5638	3	2	1	"Pandas in China are similar to koalas in Australia because they mostly eat only one food. ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"". They are both different from a python because a python will eat anything which is a generalist."
5643	3	2	1	"Pandas in China, as well as Australian koalas differ from pythons because they are both specialists, and the python is a generalist. Generalists have a much easier time surviving because they are able to adapt much easier. The Chinese panda, ""... eats almost nothing but bamboo, ]and] Australia's koala bear ...eats eucalyptus leaves almost exclusively"". These animals adapt like the python can and there more have more rise for survival."
5645	3	2	2	Pandas are similar to koalas because both are because both are exclusive to their own habitats, and both animals have strict dids. They are different from pythons because pythons live in many places, and they eat a large variety of food. An example of this was when the python ate the alligator.
5655	3	2	1	Pandas are similar to koalas because they are both specialists. For example bamboo is to pandas as eucalyptus leaves is to koalas. These two species are different from snakes since a snake is a generalist species. Snakes are generalists because they can adapt to many different locations where as pandas are stuck on China and koalas are in Australia.
5656	3	2	2	"Both koalas in Australia and pandas in China are similar because they are specialists; they can only survive with specific organisms and environment. MacInnes said, "" what favors specialists is stability"", implying that they are only suited to specific things, pandas eat nothing but bamboo and koalas eat ""eucalyptus almost exclusively"". The Burmese python living in the wild is now found in the U.S."
5659	3	2	1	Pandas and koalas are specialists as they only eat bamboo and eucalyptus respectively. They are both very  adorable compared to the pythons. Pythons are generalists, as they can adapt to most environments. They can find food almost anywhere they inhabit.
5660	3	2	2	"Australian koalas and Chinese pandas seem a world apart. But in their defining characteristics, they are very similar. A koala, ""eats eucalyptus leaves almost exclusively"" and the panda, ""eats almost nothing but bamboo"". Both species are specialists- they have adapted to certain conditions & havea hard time with change. By contrast, the python is a generalist. It can live in a huge range of areas & snack on everything from ""wood rats"" to alligator, though the latter sometimes make them explode. Change as goes on now, favors the generalist."
5669	3	2	2	Pandas in China are similar to koalas in Australia because they are both furry mamals. Both of these are different from pythons because they aren't reptiles like the python and are warm blooded, not cold like the pythons.
5670	3	2	2	Pandas in China are similar to koalas in Australia because they are both specialists, meaning they can only survive with very specific conditions and ''what favors specialist is stability.'' Pandas are specialists because they pretty much only eat bamboo, which grows in China, likewise the koala bear only eats eucalyptus leaves, which are is Australia. Pythons are different because they are generalist, meaning they can survive different conditions.
5671	3	2	2	"China's panda and Australia's koala are similar because they eat the same thing constintly. The article states ""A specialist is Chinas panda which eats nothing but bamboo or Australia's koala which eats eucalyptus leaves almost exclusively"" The difference betweens these two animals and a python are that pythons eat anything they can swallow."
5672	3	2	2	Pandas and koalas are similar because they both are vegatarians and they both only eat on thing so that how they similar and pythons are carnivores so they eat meat and they dont have feet like pandas and koalas.
5684	3	2	1	The pandas in China and the koala's in Australia both are specialists because of the limited diet they have unlike the python who will attempt to eat almost anything. For example, when it said that the python ate an alligator. Most animals have a routine diet.
5688	3	2	2	Pandas in China and koalas in Australia are similar because they are both specialists. Pandas only eat bamboo, and koalas only eat eucalyptus leaves. These animals are different from pythons because pythons are generalists, pythons are able to adapt to new environments, such as those of southern USA. Specialists, however, unlike generalists cant adapt to new environments because they rely on something only in their environments.
5691	3	2	1	Panda's in China and koalas in Australia are similar in that they can only adapt in specific places where their food is. According to the article, pandas eat almost nothing but bamboo and koalas eats eucalyptus leaves, white lizards and reptiles can live in s wide variety of places where their climate is. They can eat a wide variety of food. This sepacates pandas and koalas to be specialist and reptiles to be generalists.
5694	3	2	1	China's panda eat nothing but simple bamboo as Australia's koalas bears eats eucalyptus leaves. They both eat a certain thing and stick to it. Unlike the python it will eat anything in it's area an example could be the crocodile. They get along best with humans than pythons.
5696	3	2	2	Both the pandas in China and the koalas in Australia are very similar. Pandas eat almost nothing but bamboo, so they are not harmful. Just like the pandas koalas eat almost nothing but eucalyptus leaves. Yet both of these animals are extremly different from a python. Pythons eat almost everything and are extremly harmful.
5706	3	2	2	The author explained how panda's in China eats almost nothing but bamboo which means that he is harmful. And Australias Koala bear eats eucalyptus leaves and us' also not harmful like the panda. But pythons are animals that are harmful and that will eat a crocodile if they wanted to.
5708	3	2	1	Pandas in China are similar to koalas in Australia because pandas eat almost nothing except bamboo and the koala bear eats eucalyptus leaves almost exclusively. They are both different from pythons because a python will eat pretty much anything big or small, live or dead, as long as they have something to eat they're pleased, koalas and pandas don't have a wide variety of food like the python.
5719	3	2	2	Pandas in  China are similar to koalas in Australia because their both specialists animals. The panda eats almost nothing but bamboo and the koala almost nothing but eucalyptus leaves. These animals are different from the python because the python is a generalist animal. Arguably this animal can live anywhere and can eat a variety of things.
5720	3	2	2	Pandas and koalas are similar,because they are both specialists which means that they eat they same food all of the time.They are both different from the python because they are less when to attack a human for example and both are.
5726	3	2	1	"Pandas in China are similar to koalas in Australia by they are both specialist animals, wich means they favor stability over change. ""China's panda, which eats almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves almost exclusively. Pythons are generalist who pefer change. ""The ultimate generalist is anguably a human beign, who with the assistane of technolgy can live anywhere""."
5731	3	2	2	Pandas and koalas are specialist species. They specify to one type of substance that is crucial to their survival that without they could possibility die. The python is a generalist species, meaning that they have a larger range of adaptation. This means  they can survive on more than one food source like different types of rodent rather than specifically one and one only.
5732	3	2	1	Pandas and koala are specialist which means that they eat almost one kind of food. It states this in the article when it says ''almost nothing but almost exclusively'' in paragraph 21 talking about food. Different from pythons because pythons are ''generalist'' more abundant and eat more than one thing and living in different area.
5733	3	2	2	Panda bears in China and koala bears in Australia are both different from snakes because they don't understand each other and fuzzy warm they don't slither, the expiriment was a mark but still.
5734	3	2	2	Pandas in China are similar to koalas in Australia because they are both indangered species they are both different from the snake because the snake has many of it's kinds around the world.
5741	3	2	1	China's panda is considered a specialist because all it does is eat bamboo. Because of its lack of variety of food it is similar to koalas who only eat a specific leaf called eucalyptus leaves. Pythons on the other hand move around land and populate in different spots as well as eat a variety of different foods. They eat; just about any meat they can find or fit in their mouths.
5744	3	2	1	"Pandas in China are similar to koalas in Australia because they are specialists. Meaning they eat nothing else, but bamboo or eucalyptus  leaves: That is to say they are different from pythons because in the article it says, "" a python swallowed an alligator. "" Emphasizing it is harder for them to adapt to certain conditions."
5750	3	2	2	Pandas in China and Koalas in Australia are similar because, they both mostly eat leaves. Pythons are different than pandas and Koalas because pythons need to eat more than just leaves all day.
5751	3	2	2	Pandas and koalas are similar because they basically need 1 food source to survive unlike pythons who need more than 1 thing to survive.
5752	3	2	1	"Pandas and koalas are similar because both eat almost one food. ""...China's panda, which eats almost nothing than bamboo. Koalas bear... eats leavs."" They are both very different from pythons because of what they eat pythons eat a lot of them. ""A python swallowed an alligator..."" This shows how pythons eat almost an thing while panda and koalas won't."
5753	3	2	2	"Koalas and pandas are similar because they are both harmless. ""Panda, which eats almost nothing but bamboo or Australia's koala bear which eats eucalyptus leaves..."". Since they don't press danger to people they are similar and also different from pythons. Pythons eat anything like when ""a python swallowed an alligator and...exploded"". This is how koalas and pandas are similar and differ from pythons."
5760	3	2	2	"According to the article it says, ""A specialist is China's Panda which eats almost nothing but bamboo, or Australia's Koala bear, which eats eucalyptus leaves almost exclusively. ""This shows that both animals are specialists and they eat food that come from plants. The China Panda and Koala bear are different from a python because in the article it says that pythons eats other native species and they are generalists animals. But the Koala and China Panda are specialist animals and they eat plants like bamboo and leaves."
5761	3	2	2	Pandas in China and koalas in Australia are different because the China pandas eats nothing but bamboo. the Australia koala eat eucalyptus leaves almost exclusively. There similar because most species are abundant and they do very good around humans.
5762	3	2	2	Panda in China and koalas in Australia are similar because they are both specialist. Pandas can only eat bamboo and koalas can only eat eucalyptis. This makes it hard for the m to survive anywhere else. They are different form pythons because pythons are generalist. Pythons can eat, really anything and live anywhere making survival easy.
5774	3	2	2	The pandas in China are similar to the koalas in Australia because they can only live in a certain environment and only eat certain food, it says in the article pandas can only eat bamboo and koalas eat eucalyptus. Whereas, a python can adapt to any environment it is put in and it is able to eat anything.
5785	3	2	1	Pandas in China and koalas in Australia are both specialists; both species eat only a certain plant. The pandas eat almost nothing but bamboo and the koalas only eat eucalyptus leaves. Those two animals are different from pythons because pythons are generalists, which means that they can adapt to almost any also where as specialists cannot.
5790	3	2	2	The similarities between pandas and koalas is they don't eat meat. Pandas eat almost nothing but bamboo and koalas eat eucalyptus leaves. The difference bettween koalas and pandas is pythons eat meet and above any kind. It has been seen, that a python eat a aligater, which neather a panda or koala could do.
5799	3	2	1	Pandas of China are like koalas in Australia because they both are very reliant on one source for food, bamboo for pandas and eucalyptus leaves for koalas. Pythons in contrast, and eat a variety of things which makes it a generalist, while pandas and koalas are specialist.
5800	3	2	1	"Pandas in China are similar to koalas in Australia because they mostly eat only one food. ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"". They are both different from a python because a python will eat anything which is a generalist."
5809	3	2	2	They are both similar because they both only eat one thing. Pandas only eat bamboo and koalas era eucalyptus leaves. A python will eat anything. In 2005 a python swallowed an alligator. It exploded, but it still tried to eat it. They eat only meat while the koala and panda do not eat only meat. As long as a python is hungry enough it will clearly resort to any food source.
5814	3	2	2	"Pandas in China are similar to koalas in Australia because both animals eat plants, but not the same type of it. I say this because in the article it says "" China's panda which eats almost nothing but bamboo, or koala which eats almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves."" It."
5815	3	2	2	Pandas and the koalas both are herbivores, while the python is a carnivore.
5819	3	2	2	Like the koala bear in Australia, one pandas in China have a diet of one food and one food only. Pandas only eat bamboo, and koalas bears feed to only eat leaves he stated in paragraph 21. Both animals are different from a python, who eats a variety of other living creatures.
5822	3	2	1	Both pandas and koalas are similar because they both only eat 1 thing , bamboo and eucalyptus leaves. You can only find these items in certain places. But they are different to pythons because they eat living things such as mice, and you can find mice everywhere.
5825	3	2	1	Pandas and koalas are both specialist animals. They only eat strictly certain foods such as bamboo and eucalyptus leaves. Compared to a generalist python that is easier to adapt to new food and enviornments.
5826	3	2	2	Pandas in china and koalas in Australia are similar in the way that they only eat things that come from their natural habitat, they are different from the python because the python can live in other places and adapt to the food resources that come from there.
5832	3	2	1	"Pandas and koalas are both similar due to the fact that they both eat certain foods almost exclusively. In paragraph 21 it states that pandas eat ""almost nothing but bamboo,"" while koalas eat "" eucalyptus leaves almost exclusively"" These animals are both different to pythons as pythons are ""generalist"" and can eat nearly anything."
5833	3	2	2	Pandas and koalas are similar because they're both specialists. They both can only eat one type of food. Pythons can eat anything, as long as they're living in an environment that is suitable for  them.
5834	3	2	2	Pandas in China are like koalas in Australia because they are herbivores and only eat one thing, pandas eat bamboo and koalas only eat eucalyptus leaves. Pythons on the other hand are carnivores and will eat almost anything moving.
5838	3	2	2	The panda and the koala bear are both specialist because they only eat one thing but a a python differs from a koala or a panda because it's a generlist so it eats more than one thing and there an abundance of their speices.
5840	3	2	2	Pandas and koalas are both considered specialists whereas pythons are generalists. Pandas can only eat bamboo and koala bears mostly eat eucalyptus leaves. On the other hand a python can eat many different things and has many more options.
5844	3	2	2	Animals have been divided into two sections; specialists and generalists. Robray MacInnes distinguishes between the the two by saying that generalists favor change and specialists favor stability. The Chinese panda and the Australian koala are two specialist species. They rely on one exclusive food source. The python, a generalist, is extremely adaptive and is not roled to one single food supply.
5849	3	2	1	Pandas in China are similar to koalas in Australia because they only eat one type of food. Pandas only eat bamboo and koalas only eat eucalyptus leaves. They are both different from pythons because pythons can eat just about anything because when it went to a new habitat, it didn't die. This is because it didn't need food it had from old habitat to survive.
5850	3	2	2	Pandas in China and koalas from Australia are similar because they are specialist and only eat exclusive things like, bamboo or for a koala eucalyptus trees. These animals differ from pythons because they are generalist species that have become more abaunt and do better around humans.
5852	3	2	1	"China's panda and Australia's koala bear are both called ""specialists"" in the article ""One man's pet, Another's Invasive species"" by Joel Achenbach. They both have limited diets, mainly eating 1 food, for the panda it's bamboo and for the koala it's eucalyptus leaves. These animals differ from the python because it is called a ""generalist"" and the python is carnivorous and can eat anything."
5853	3	2	1	China Panda's and koala bears are specialist because panda's eat almost nothing but bamboo & Australia koala bears eat nothing but eucalyptus leaves. However, pythons is a generalist and can eat just about anything anywhere unlike China panda's and Australia koala bears.
5854	3	2	1	"The China's panda and australia's koala bear are both specialists. They both eat a specific food. The panda eats almost nothing but panda. And bear ""eats eucalyptus leaves almost exclusively."" The python is a generalist which means it can adapt to different types of food; that also makes the python less stable i like the specialists."
5855	3	2	1	Panda's in china are similar to koalas bears in Australia in a way because  they are both specialists.This means that they have to be in an environment that supports their specific needs, lik an abudance of bamboo or eucalyptus. Python are different because, as generalist, the can thrive in many similar environments.
5856	3	2	2	Pandas in China are very similar to koalas in Australia because panda bears eat's nothing but bamboo, and koala bears eat eucalyptus . They are both different from pythons because pythons can swallow an alligator.
5865	3	2	2	Panda bears and koala bears are similar because they both eat one specific thing. Panda bears eat bamboo and koala bears eat eucalyptus leaves. They are both different from pythons because seem toeat meat substances. He one ate a alligator. They eat things that take them linger to swallow and break it down than koala & panda bears.
5868	3	2	2	Pandas in China are similar to koalas in Australia because they both have a food source that of which they eat nothing but. They differ from pythons because pythons are generalists and can live anywhere.
5870	3	2	2	Panda's and koalas are both specialists. That means they can not adapt well because they only eat pretty much one thing such as bamboo or eucalyptus leaves. Pythons however can adapt  and find food, and are therefore generalists. An example of a python adapting is in Florida, where they can eat Key Largo wood rats and other species.
5871	3	2	2	China's panda Australia's koala are similar as they are both considered as specialists. The article states that both animals eat a certain food present only in their native environment.
5875	3	2	2	"Panadas in China are similar to koalas in Australia because they mainly only eat one type of food. They differ from pythons because a python is a generalist, who can live anywhere. In the article it states ""... who with the assistance of technology can live anywhere from Florida to Antartic to outerspace.."" This shows that pythons can really go anywhere and panadas and koalas are limited."
5876	3	2	2	Pandas in china are similar to koalas in Australia because they both belong to the specialist group,due to their very limited diet and inability to adapt to most places.This contrasts them from pythons because pythons can adapt to most environments due to the variety of food they eat.
5877	3	2	2	Pandas in China are similar to koalas in Australia in the same  that they are both specialist species. This meaning that they generally only eat one type of food, as described in paragraph 21. They both differ from a python because a python is able to move easily adapt to several different foods because it is a generalist species.
5878	3	2	1	Pandas in China and koalas in Australia are both specialists; both species eat only a certain plant. The pandas eat almost nothing but bamboo and the koalas only eat eucalyptus leaves. Those two animals are different from pythons because pythons are generalists, which means that they can adapt to almost any also where as specialists cannot.
5881	3	2	2	Koalas and pandas are both specialist animals that only eat a cenant type of plant. Well a python is a generalist and eats any thing that is isining and small enough.
5883	3	2	1	Pandas and koalas are both specialist species. They both could not naturally survive outside of their habitats because they only eat things that are native to China or Australia. Pythons can survive in many places because their bodies were made to eat a variety of animals.
5886	3	2	2	China's panda eats nothing but bamboo, Australia's koala bear that eats eucalyptus. The python would try to eat anything that it thinks its able to to eat.
5889	3	2	1	"Pandas in China are similar to koalas in Australia because they eat almost nothing, they eat leaves, bamboo, etc. They don't harm other wildlife animals. Pythons eat wild life animals. Pandas and koalas are better for the environment. In the article it says ""pandas which eat almost nothing"". The difference is habitat, and what they prey on."
5893	3	2	2	According to the article, both pandas from China and koalas from Australia are similar because they are both specialists. This means they are both dependent selective food source. On the other hand, the article describes pythons as generalists because they could live almost anywhere in the world, have they the opportunity to. This is how pandas and koalas are alike and different from pythons, because they are specialists and are generalists as the article says in paragraph 20 - 21.
5898	3	2	2	Pandas in China are similar to koalas in Australia because they are both specialists that need specific things to survive. For example, pandas only eat bamboo and koalas only eat eucalyptus leaves. These are different pythons because pythons are generalists that can easily adapt to other areas as long as there is a similar climate. They are not limited on food like pandas and koalas are.
5904	3	2	1	"Pandas in China and koalas in Australia are both specialist animals they are both adapied to one habitat. The article explains that China's panda eats almost nothing but bamboo"" and that koalas in Australia eat eucalyptus leaves ""almost exclusively."" They differ from pythons because the python is a generalist, which is an animal that can live and adapt to almost anywhere."
5905	3	2	2	Pandas in China and koalas in Australia, are specialist animals; they live in the places they do because it has the food it needs to survive. Pandas eat almost nothing but bamboo, and the koala eats eucalyptus leaves almost exclusively. They need these specific things to survive. The python however is a generalist it can live anywhere because its able to adapt to its surroundings.
5906	3	2	2	A panda and a koala bear are similar because they pretty much each only one specific thing. Where as the python eats just about everything.
5914	3	2	2	Pandas and Australia's koala bears are similar. In the way that they both just eat mainly one type of plant. Unlike pandas and koala bears. The python eats many other things. That makes it a possible invasive species.
5917	3	2	2	"China's panda and Australia's koala are similar in that they have very specific food needs whether it is ""nothing but bamboo"" or ""eucalyptus leaves almost exclusively."" The two are both different from pythons in that pythons are generalist animals and both pandas and koalas are specialist animals."
5921	3	2	2	Panda's and kolas are similar by both eating certain foods like bamboo and eucalyptus leaves and thats how they are both specialist. Unlike the python who is a generalist who can live anywhere because food is abundant. Theres only certain places pandas and kolas can live but as pythons begin to expand they live everywhere.
5922	3	2	2	They both are different from pythons; one they can live in any conditions while pythons need to stay close to the Equator. For and pandas and koalas mostly eat leaves and stuff like that. But pythons eat other animals.
5927	3	2	1	Pandas are similar to koalas Australia because they both rely on one food source. Pandas can only survive on their bamboo while koalas can only survive on their eucalyptus leaves. They differ from pythons because pythons can eat a wide range of food so it is able to live in other places of the world other than its native country.
5928	3	2	2	The ultimate generalist is, arguably, a human being, who with the assistance of technology can live anywhere, from Florida to Antarctica to outer space. I think panda and koalas was same specie. They were spread then appear similar species.
5931	3	2	2	Pandas in China eat basically only bamboo and koalas in Australia basically only eat eucalyptus leaves. There fore it is hard for them to live in any other and find or environmental. Unlike the python which they dont have a problem with migrating and adapting in other environments.
5932	3	2	2	"Pandas in China and Koalas in Australia are both specialist species and ""what favors specialists is stability""(5). Both species rely on specific conditions such as climate and food sources which restrict them from living anywhere else. On the other hand pythons are generalist species that have an easier time adapting to new conditions and habitats."
5934	3	2	2	Pandas in china and koalas in Australia are different from pythons because in china's panda, which eats almost nothing besides bamboo's and Australia koalas bear which only eats eucalyptus leaves almost exclusively.
5935	3	2	1	Pandas in china and koalas in Australia are similar because they are both specialists. They exclusively eat one kind of food source. Pandas only eat bamboo and koals eat only eucalyptus leaves. They are different from pythons because a python is a generalist. It can eat a wide range of food sources.
5947	3	2	1	As the article states, Pandas and koala's are specialist species which means the rely on one thing for survival. The pandas eat bamboo and the koala eats eucalyptus leaves whereas, pythons can eat anything from rats to alligators.
5948	3	2	2	Pandas in China & koalas in Australia are similar b/c they both depend on their environment to survive. pandas consume bamboo which grows naturally only in China. Koalas only eats eucalyptus leaves which grow natural in Australia. They are both different than pythons b/c pythons can eat anything they can; they don't rely on one food source that is common where they live. They can go anywhere and eat anything.
5952	3	2	2	Pandas in China are similar to koalas in Australia becaues pandas eats almost nothing but bamboo and koala bears eat eucalyptus leaves. The panda and koala bears are different from pythons because in the story the author said in 2005 a python swallowed an alligator. They are diffrent because a python eats what animals, and the panda & koala eat leaves and bamboo.
5956	3	2	2	"Panda's and koala's have similar ways to animals life. There both bears that live in the same enviroment, but theses two animals are much different to a python. In paragraph 14 it says ""A python swallowed an alligator and there not a delicate way to put it - exploded. Python are wild species that can eat anything when panda's only eat bamboo and koala's eat eucalyptus."
5960	3	2	1	"Pandas in China are similar to koalas in Australia because they are specialists. Meaning they eat nothing else, but bamboo or eucalyptus  leaves: That is to say they are different from pythons because in the article it says, "" a python swallowed an alligator. "" Emphasizing it is harder for them to adapt to certain conditions."
5967	3	2	2	According to the article pandas in China and koalas in Australia are similar because they're both specialist, they're endangered, they're both different than a python because pythons are generalist creatures.
5968	3	2	2	The pandas in China only eat bamboo and the koalas in Australia mainly eat eucalyptus leaves while pythons are adapting to new environment and eating what ever comes a long. The difference between the animals and the reptiles are that the koalas and pandas are not spreading and adapting to different environments while the pythons are.
5971	3	2	1	Pandas in China are similar to koalas in Australia because they only eat one type of food. Pandas only eat bamboo and koalas only eat eucalyptus leaves. They are both different from pythons because pythons can eat just about anything because when it went to a new habitat, it didn't die. This is because it didn't need food it had from old habitat to survive.
5974	3	2	1	"Pandas and koalas are different from pythons because they are both specialist animals that only eat one kind of food. A python is is a generalist animal that can ""live anywhere"", but pandas eat ""almost nothing but bamboo"" and koalas only eat eucalyptus so they are specialists that can only live in certain environments that meet their needs. Th difference is that pandas and koalas are specialists who can only live in certain places and pythons are generalists."
5980	3	2	2	Panda's in China are similar to koala bear in Australia because they eat natural things like bamboo and leaves. Where as pythons have been known to swallow an alligator. There diets are just completely different.
5981	3	2	1	Koalas are similar to pandas because they are both specialists meaning they need a specific diet and would not last long in other parts of the world. They are both different from pythons because pythons are generalists and can live in a multitude of places.
5984	3	2	1	China's panda is considered a specialist because all it does is eat bamboo. Because of its lack of variety of food it is similar to koalas who only eat a specific leaf called eucalyptus leaves. Pythons on the other hand move around land and populate in different spots as well as eat a variety of different foods. They eat; just about any meat they can find or fit in their mouths.
5987	3	2	2	Pandas in China are different from koalas in Australia because panda's eat bamboo and koalas eat grass back of trees and barries. The panda and koalas of different from a python because panda, and koalas are harvabores, and the python is a canovor.
