candidate_id	similarity score	score
6586	0.877053676	1
6587	0.75713417	1
6588	0.873495576	0
6589	0.787025742	1
6590	0.850625848	1
6591	0.929333421	1
6592	0.908251645	1
6593	0.736989752	1
6594	0.812339759	1
6595	0.763821693	1
6596	0.752027926	1
6599	0.820692192	1
6600	0.869034167	1
6601	0.755778224	1
6602	0.765088191	1
6603	0.900395951	1
6604	0.859519979	1
6605	0.839142564	1
6606	0.716107058	1
6607	0.969444018	1
6608	0.880605389	0
6609	0.887390303	1
6610	0.815470663	1
6612	0.872706773	1
6613	0.921997545	1
6614	0.817193939	0
6616	0.826699501	1
6617	0.767279465	1
6618	0.894775494	1
6619	0.85949575	1
6620	0.894037357	1
6621	0.63232103	0
6622	0.88946519	1
6623	0.924001575	0
6624	0.906774289	1
6625	0.725284948	1
6626	0.891304417	1
6627	1	0
6628	0.8611514	1
6630	0.693319187	1
6631	0.739144641	0
6632	0.893312164	1
6634	0.877944685	1
6635	0.691245635	0
6636	0.872694631	0
6637	0.839063512	1
6638	0.65568865	1
6639	0.841391135	0
6640	0.892967663	1
6642	0.976181053	0
6643	0.822475512	1
6645	0.744432942	0
6646	0.868112978	1
6647	0.771871564	1
6648	0.871090058	1
6650	0.708470972	1
6652	0.833438799	1
6653	0.841539041	1
6654	0.766804209	0
6655	0.86908805	1
6656	0.821805843	1
6658	0.876143842	1
6659	0.819902819	1
6660	0.647966775	1
6661	0.697849579	1
6662	0.789528293	1
6663	0.98718257	0
6664	0.813768522	1
6665	0.848548738	1
6666	0.86571551	1
6667	0.906186088	0
6668	0.873764058	1
6670	0.873974443	0
6671	0.775661742	1
6672	0.809424688	0
6673	0.909466606	0
6675	0.931985976	1
6676	0.811934416	1
6678	0.652989732	0
6679	0.816463076	1
6681	0.834550837	1
6682	0.729994464	1
6683	0.867342028	1
6685	0.840873596	1
6686	0.719923002	1
6687	0.823042483	1
6688	0.856262216	0
6690	0.701468379	0
6691	0.687739208	1
6692	0.795898079	1
6693	0.905824689	0
6694	0.838864977	1
6696	0.857072329	1
6698	0.734600332	0
6700	0.804863041	0
6701	0.735486638	1
6702	0.789268662	1
6703	0.826370252	1
6704	0.883043128	1
6705	0.877181226	1
6706	0.786989495	1
6707	0.866306242	1
6708	0.928950444	1
6709	0.796898543	1
6710	0.842574096	1
6713	0.596443203	1
6714	0.932566264	0
6715	0.771761696	0
6719	0.760222364	1
6720	0.692076094	1
6723	0.719104486	0
6724	0.792840899	0
6725	0.773289679	1
6726	0.857055932	1
6727	0.64485591	1
6730	0.949962918	1
6731	0.896120326	0
6735	0.851472687	0
6736	0.782367713	0
6737	0.73666681	1
6738	0.840775556	0
6739	0.805260458	1
6740	0.918886675	1
6741	0.86866069	1
6742	0.822594546	1
6743	0.840637386	0
6744	0.833748793	1
6745	0.906684061	0
6746	0.899843627	1
6747	0.847322175	1
6748	0.793553779	1
6749	0.869967983	1
6750	0.832099981	1
6751	0.940275071	0
6753	0.811883209	1
6754	0.775642627	1
6756	0.839005983	0
6757	0.829904092	1
6758	0.743986069	1
6759	0.779853508	1
6760	0.812401819	1
6762	0.922418986	1
6763	0.736080716	1
6764	0.755912793	0
6765	0.739736928	1
6767	0.846749556	0
6768	0.862879467	0
6770	0.840928986	1
6771	0.783918613	1
6772	0.780324675	0
6773	0.854462142	1
6775	0.821913515	1
6777	0.899761459	1
6778	0.83784376	0
6779	0.834619964	1
6780	0.831882914	1
6781	0.949757587	0
6782	0.610316454	0
6783	0.777159732	1
6786	0.853172246	0
6788	0.801840351	1
6789	0.809412364	1
6790	0.772612422	0
6791	0.742303831	1
6792	0.726954952	0
6793	0.835525914	1
6794	0.760178888	1
6795	0.832252253	0
6797	0.890756714	1
6798	0.825400164	1
6799	0.646155628	0
6800	0.817888688	1
6801	0.669101903	1
6802	0.841769225	1
6804	0.721935321	0
6805	0.745131724	0
6806	0.826910914	1
6807	0.719262837	0
6808	0.809474906	1
